Rooms;Distance;Bathroom;Car;Landsize;BuildingArea;Price
2;8.4;1.0;1.0;116.0;85.0;850000.0
3;10.1;2.0;2.0;602.0;180.0;1570000.0
3;10.1;2.0;2.0;750.0;132.0;1275000.0
3;10.1;2.0;2.0;430.0;161.0;1435000.0
3;14.8;1.0;3.0;406.0;196.0;600000.0
2;31.2;1.0;1.0;199.0;84.0;529000.0
4;31.2;2.0;2.0;633.0;134.0;845000.0
2;8.7;2.0;1.0;0.0;99.0;650000.0
1;7.8;1.0;1.0;0.0;53.3;350000.0
2;7.8;1.0;1.0;0.0;93.0;665000.0
2;11.7;1.0;1.0;218.0;94.0;674000.0
3;27.0;2.0;2.0;534.0;126.0;840000.0
2;17.9;1.0;2.0;359.0;98.5;745000.0
3;17.9;1.0;4.0;605.0;130.0;1240000.0
2;17.9;1.0;2.0;0.0;81.0;850000.0
3;16.7;1.0;2.0;725.0;119.0;1300000.0
3;6.7;1.0;1.0;64.0;109.0;690000.0
3;6.7;2.0;2.0;737.0;169.0;1600000.0
3;6.7;1.0;2.0;479.0;115.0;690000.0
4;6.7;2.0;2.0;300.0;157.9351;850000.0
2;2.0;2.0;1.0;108.0;162.0;1025000.0
4;20.6;2.0;2.0;480.0;214.0;667000.0
3;24.7;1.0;2.0;624.0;150.0;678000.0
3;24.7;1.0;1.0;530.0;128.0;595000.0
2;24.7;1.0;1.0;141.0;73.0;305000.0
3;22.2;2.0;2.0;533.0;122.0;816000.0
4;12.4;4.0;2.0;1072.0;328.0;2600000.0
3;12.4;1.0;2.0;647.0;127.0;1360000.0
5;12.4;2.0;2.0;757.0;335.0;1600000.0
4;14.3;2.0;2.0;785.0;199.0;1662000.0
3;28.8;1.0;1.0;700.0;113.0;545000.0
2;8.9;1.0;1.0;112.0;93.0;750000.0
2;7.2;1.0;1.0;1764.0;106.0;975000.0
2;7.2;1.0;1.0;1210.0;65.0;480000.0
2;7.2;1.0;1.0;0.0;83.0;696750.0
1;7.2;1.0;1.0;1192.0;45.0;420000.0
2;7.2;1.0;1.0;887.0;76.0;695500.0
3;19.6;1.0;4.0;699.0;118.0;540000.0
3;19.6;1.0;2.0;606.0;120.0;620000.0
3;7.5;2.0;2.0;203.0;156.0;1025000.0
3;7.5;2.0;1.0;276.0;149.0;1320000.0
5;7.5;3.0;2.0;590.0;223.0;2210000.0
3;13.1;2.0;2.0;400.0;146.0;700000.0
3;13.1;1.0;2.0;603.0;94.3;712000.0
3;13.1;1.0;2.0;621.0;141.0;775000.0
3;15.4;2.0;1.0;258.0;258.0;764000.0
3;38.0;1.0;2.0;593.0;102.0;700000.0
3;36.9;1.0;0.0;624.0;114.0;452000.0
3;7.3;1.0;2.0;554.0;169.0;1890000.0
4;16.7;1.0;2.0;655.0;161.0;1750000.0
2;16.7;1.0;1.0;258.0;106.0;1100000.0
3;11.2;1.0;2.0;649.0;95.0;695000.0
3;16.1;2.0;1.0;610.0;21.0;817000.0
3;20.4;2.0;1.0;650.0;204.0;680000.0
5;20.4;3.0;5.0;1750.0;310.0;1170000.0
5;20.4;4.0;5.0;602.0;264.0;830000.0
3;11.2;1.0;2.0;676.0;113.0;827000.0
3;11.2;2.0;2.0;0.0;139.0;627000.0
3;5.3;1.0;1.0;1396.0;95.88;690000.0
2;5.3;1.0;1.0;2267.0;104.0;1022000.0
5;5.3;2.0;5.0;820.0;300.0;5510000.0
4;5.3;2.0;2.0;371.0;276.0;3335000.0
1;5.3;1.0;1.0;0.0;47.0;560000.0
2;5.3;1.0;1.0;0.0;84.0;805000.0
3;6.2;2.0;1.0;282.0;141.0;1875000.0
4;6.2;2.0;2.0;528.0;199.0;2320000.0
3;6.2;2.0;2.0;265.0;177.0;1465000.0
3;21.3;2.0;2.0;173.0;140.0;701000.0
3;8.8;1.0;1.0;592.0;125.0;885000.0
3;18.0;2.0;1.0;453.0;153.0;485000.0
3;18.4;2.0;1.0;557.0;136.0;555500.0
3;7.8;2.0;1.0;0.0;145.0;910000.0
3;7.8;2.0;2.0;334.0;128.0;1300000.0
3;7.8;2.0;1.0;805.0;261.0;2525000.0
3;10.4;1.0;2.0;647.0;126.0;670000.0
2;3.4;1.0;0.0;165.0;105.7;990000.0
2;5.4;1.0;1.0;0.0;109.0;942000.0
1;5.4;1.0;1.0;0.0;62.0;515000.0
4;7.3;2.0;3.0;794.0;192.0;2162000.0
3;7.3;2.0;4.0;753.0;280.0;2260000.0
4;25.2;2.0;1.0;624.0;159.0;745000.0
4;12.1;1.0;2.0;467.0;120.0;800001.0
3;16.3;1.0;2.0;589.0;100.0;521000.0
2;5.9;1.0;1.0;0.0;72.9;592000.0
1;5.9;1.0;1.0;1112.0;45.4;455000.0
3;8.4;2.0;2.0;580.0;146.0;1780000.0
2;4.3;2.0;2.0;37000.0;90.0;585000.0
4;4.3;2.0;2.0;238.0;221.3;1085000.0
4;31.7;2.0;2.0;643.0;30.0;400000.0
4;29.8;2.0;1.0;766.0;147.0;355000.0
5;31.7;2.0;2.0;666.0;156.0;355000.0
2;20.0;1.0;1.0;0.0;104.0;800000.0
3;20.0;1.0;2.0;530.0;129.0;885000.0
3;3.0;1.0;0.0;207.0;128.0;2010000.0
6;3.0;4.0;2.0;472.0;328.0;5600000.0
4;17.9;2.0;1.0;808.0;184.0;732000.0
4;17.9;2.0;3.0;649.0;158.0;720000.0
3;17.9;1.0;2.0;526.0;113.2;556500.0
3;6.2;2.0;2.0;596.0;203.0;1850000.0
2;6.2;1.0;0.0;251.0;110.0;760000.0
5;26.5;2.0;2.0;1254.0;186.75;872000.0
3;26.5;2.0;2.0;947.0;104.0;730000.0
4;21.5;2.0;2.0;312.0;179.0;1170000.0
3;14.2;2.0;2.0;297.0;135.0;1011000.0
4;10.4;2.0;2.0;650.0;254.0;1337000.0
2;1.8;1.0;0.0;102.0;66.0;970000.0
4;11.2;2.0;2.0;697.0;189.0;1138000.0
2;12.3;1.0;1.0;703.0;90.0;1114000.0
3;12.3;1.0;1.0;211.0;90.0;740000.0
4;15.5;2.0;2.0;564.0;161.0;1120000.0
1;11.4;1.0;1.0;821.0;33.0;280000.0
2;11.4;1.0;1.0;0.0;72.0;485000.0
3;21.5;2.0;2.0;627.0;197.0;1315000.0
3;1.8;2.0;1.0;2431.0;70.0;1770000.0
3;3.5;2.0;2.0;0.0;189.0;1725000.0
2;3.5;2.0;1.0;1472.0;81.0;665000.0
3;4.6;2.0;0.0;145.0;138.0;1400000.0
5;8.4;2.0;2.0;558.0;217.0;1400000.0
4;8.4;1.0;2.0;540.0;540.0;830000.0
3;8.4;1.0;2.0;470.0;115.0;881000.0
3;8.4;1.0;2.0;349.0;120.0;945000.0
3;8.4;2.0;2.0;515.0;126.0;1210000.0
2;8.4;1.0;1.0;163.0;169.0;465000.0
3;8.4;1.0;2.0;590.0;94.0;725000.0
3;8.4;1.0;1.0;448.0;103.0;972500.0
3;8.4;1.0;1.0;263.0;123.0;955000.0
3;3.5;1.0;0.0;204.0;194.0;1900000.0
2;12.0;1.0;1.0;0.0;94.0;521000.0
3;12.0;1.0;1.0;325.0;116.0;857700.0
3;12.0;2.0;2.0;160.0;140.0;642500.0
2;2.4;1.0;1.0;407.0;66.0;575000.0
4;21.3;1.0;2.0;669.0;179.0;910000.0
4;21.3;1.0;1.0;833.0;151.0;1200000.0
3;20.6;2.0;2.0;255.0;141.0;425000.0
4;15.2;2.0;2.0;604.0;166.0;2300000.0
3;15.2;2.0;0.0;398.0;150.0;1710000.0
4;15.2;2.0;2.0;381.0;235.0;2221000.0
3;15.5;1.0;2.0;531.0;98.0;515000.0
3;35.4;1.0;2.0;648.0;96.0;540000.0
3;11.0;2.0;6.0;663.0;127.8;1360000.0
3;5.1;1.0;0.0;198.0;124.0;1180000.0
3;6.2;2.0;2.0;334.0;129.0;790000.0
2;1.9;1.0;1.0;1646.0;52.0;530000.0
4;20.5;3.0;2.0;624.0;410.0;915000.0
3;20.5;2.0;4.0;492.0;160.0;644000.0
5;20.5;5.0;3.0;700.0;270.0;905000.0
2;2.7;2.0;1.0;0.0;73.0;800000.0
2;2.7;2.0;1.0;187.0;133.0;2210000.0
3;2.7;1.0;1.0;136.0;132.0;1400000.0
2;2.7;1.0;1.0;0.0;63.0;535000.0
1;0.7;1.0;1.0;63.0;51.0;422000.0
2;8.2;2.0;1.0;213.0;120.0;790000.0
3;31.7;2.0;2.0;600.0;140.0;410000.0
2;10.2;1.0;2.0;193.0;80.0;740000.0
3;18.0;2.0;2.0;666.0;231.0;680000.0
3;15.5;2.0;2.0;809.0;188.0;1350000.0
4;12.4;3.0;2.0;332.0;198.0;1010000.0
3;15.3;2.0;2.0;545.0;152.0;740000.0
2;7.0;1.0;1.0;0.0;65.0;493000.0
4;7.0;1.0;2.0;495.0;120.0;1626000.0
1;4.1;1.0;1.0;0.0;64.0;550000.0
2;4.1;1.0;1.0;713.0;60.0;682000.0
4;17.2;2.0;2.0;0.0;207.0;975000.0
3;17.2;2.0;2.0;277.0;125.0;820000.0
3;14.5;2.0;1.0;253.0;116.0;655000.0
3;14.7;1.0;0.0;700.0;151.0;472000.0
3;14.7;2.0;1.0;268.0;137.0;467000.0
3;14.7;1.0;2.0;530.0;109.0;390000.0
3;6.4;2.0;1.0;342.0;123.0;1155000.0
3;6.4;2.0;3.0;380.0;106.4;1100000.0
3;16.5;1.0;2.0;532.0;122.0;540000.0
4;16.7;2.0;3.0;800.0;163.0;1171000.0
4;6.8;2.0;1.0;448.0;311.0;1900000.0
5;12.7;3.0;2.0;617.0;315.0;1670000.0
2;6.3;1.0;0.0;150.0;79.0;950000.0
2;3.0;1.0;1.0;601.0;64.0;480000.0
2;3.0;1.0;1.0;2379.0;69.0;750000.0
3;10.4;1.0;2.0;242.0;124.0;730000.0
4;10.5;2.0;1.0;604.0;127.0;820000.0
3;11.0;2.0;1.0;284.0;88.0;670000.0
3;11.0;2.0;2.0;200.0;139.0;765000.0
3;9.4;1.0;4.0;559.0;560.0;870000.0
4;6.3;4.0;2.0;847.0;285.0;3200000.0
4;4.3;2.0;1.0;360.0;249.0;1750000.0
4;10.2;3.0;3.0;726.0;194.0;1680000.0
3;10.2;2.0;2.0;280.0;115.0;860000.0
3;9.5;1.0;1.0;585.0;30.0;750000.0
3;7.9;2.0;2.0;752.0;278.0;2380000.0
1;7.9;1.0;1.0;678.0;303.0;2100000.0
4;7.9;4.0;2.0;613.0;340.0;3050000.0
3;9.7;2.0;2.0;292.0;181.0;1557000.0
4;9.7;1.0;1.0;1138.0;152.0;2050000.0
2;23.2;1.0;1.0;418.0;76.0;520000.0
4;23.2;1.0;10.0;993.0;128.0;925000.0
3;23.2;2.0;0.0;586.0;115.0;616000.0
4;11.4;4.0;2.0;673.0;156.0;2700000.0
3;13.8;1.0;3.0;581.0;128.0;1525000.0
4;13.8;2.0;2.0;566.0;191.0;1330000.0
4;35.2;2.0;2.0;563.0;168.01;608500.0
2;17.3;1.0;1.0;0.0;88.0;879000.0
4;13.4;2.0;1.0;797.0;164.0;1280000.0
2;16.1;1.0;1.0;598.0;110.0;710500.0
4;10.3;3.0;2.0;608.0;306.19;2100000.0
4;10.3;2.0;2.0;326.0;515.78;1620000.0
2;14.0;1.0;1.0;171.0;90.0;310000.0
2;5.2;1.0;0.0;0.0;64.0;510000.0
3;5.2;1.0;4.0;479.0;182.0;1925000.0
2;5.2;1.0;0.0;138.0;78.0;890000.0
4;5.2;1.0;1.0;318.0;100.0;1500000.0
1;5.2;1.0;1.0;406.0;40.0;312000.0
3;5.2;2.0;4.0;413.0;126.0;1010000.0
4;12.1;2.0;2.0;300.0;162.0;755000.0
3;10.4;2.0;1.0;207.0;144.0;918000.0
5;7.7;3.0;2.0;844.0;203.0;2361000.0
3;10.1;2.0;2.0;557.0;200.0;1550000.0
3;34.9;2.0;2.0;509.0;125.0;500000.0
3;8.7;2.0;2.0;0.0;135.0;1237000.0
3;17.9;2.0;2.0;305.0;130.0;861000.0
3;16.7;1.0;1.0;816.0;130.0;1462000.0
3;17.5;2.0;2.0;180.0;134.0;745000.0
4;20.6;2.0;2.0;560.0;196.1;600000.0
4;23.0;2.0;2.0;841.0;196.0;820000.0
4;22.2;2.0;2.0;840.0;237.0;1100000.0
4;12.4;2.0;2.0;280.0;200.0;1120000.0
3;14.3;2.0;1.0;236.0;145.0;850000.0
4;14.3;3.0;2.0;284.0;180.0;1125000.0
3;1.3;1.0;0.0;118.0;177.0;1875000.0
2;1.3;2.0;1.0;87.0;115.0;1350000.0
3;7.2;1.0;0.0;377.0;133.0;1460000.0
2;7.2;1.0;1.0;1172.0;69.0;550000.0
4;18.0;2.0;2.0;816.0;243.0;1065000.0
4;18.0;2.0;3.0;1004.0;184.0;977500.0
2;7.2;1.0;1.0;0.0;87.0;810000.0
2;7.2;1.0;1.0;0.0;74.0;543000.0
4;19.6;1.0;3.0;558.0;159.0;660000.0
3;19.6;2.0;2.0;420.0;190.0;568000.0
4;19.6;2.0;2.0;656.0;166.0;680000.0
2;7.5;1.0;1.0;921.0;84.0;580000.0
4;7.5;2.0;2.0;0.0;142.0;970000.0
2;7.5;1.0;1.0;337.0;122.0;1195000.0
4;7.5;1.0;3.0;616.0;170.0;1155000.0
3;8.2;2.0;1.0;161.0;149.0;800000.0
5;13.1;2.0;2.0;737.0;194.0;1018000.0
5;24.8;3.0;2.0;836.0;789.0;1100000.0
3;2.1;2.0;1.0;60.0;200.0;1394000.0
3;3.6;2.0;0.0;251.0;180.0;1600000.0
1;5.1;1.0;1.0;1015.0;46.0;240000.0
1;5.1;1.0;0.0;0.0;53.0;310000.0
3;45.9;1.0;2.0;665.0;110.0;540000.0
5;12.9;2.0;3.0;551.0;221.0;691000.0
3;16.7;2.0;2.0;1590.0;292.0;3056000.0
5;16.7;3.0;2.0;662.0;119.0;2650000.0
3;16.7;2.0;2.0;0.0;133.0;655000.0
3;16.7;2.0;2.0;648.0;181.0;1550000.0
3;11.2;1.0;2.0;697.0;131.27;780000.0
4;11.2;1.0;3.0;697.0;133.0;780000.0
4;12.9;2.0;4.0;474.0;210.0;945000.0
4;20.4;2.0;2.0;538.0;154.0;645000.0
3;32.3;2.0;4.0;604.0;167.87;601000.0
3;13.8;2.0;2.0;0.0;99.0;970000.0
4;5.3;2.0;4.0;1690.0;284.0;7650000.0
1;5.3;1.0;1.0;0.0;53.0;375000.0
2;5.3;2.0;2.0;6996.0;136.0;1080000.0
5;6.2;3.0;2.0;572.0;274.0;2855000.0
4;6.2;3.0;3.0;1116.0;304.0;3255000.0
4;8.9;2.0;2.0;264.0;140.0;828000.0
4;8.9;1.0;2.0;630.0;237.0;1230000.0
3;8.8;1.0;2.0;290.0;105.0;590000.0
3;18.4;2.0;4.0;615.0;115.0;555000.0
3;12.3;1.0;2.0;501.0;180.0;1093800.0
4;12.3;1.0;2.0;603.0;151.0;1145000.0
3;15.5;1.0;4.0;802.0;183.97;550000.0
2;3.4;2.0;1.0;2135.0;90.0;730000.0
1;3.4;1.0;1.0;0.0;60.0;392000.0
2;3.4;1.0;0.0;147.0;95.0;1150000.0
4;3.4;2.0;0.0;199.0;96.0;1415000.0
5;5.4;4.0;2.0;769.0;285.0;3175000.0
5;12.1;3.0;2.0;544.0;40.0;1250000.0
3;16.3;1.0;2.0;679.0;130.0;638000.0
4;8.4;3.0;4.0;960.0;325.0;2520000.0
1;4.3;1.0;1.0;887.0;45.0;301000.0
2;0.0;1.0;1.0;0.0;113.0;740000.0
4;31.7;2.0;2.0;642.0;199.5;420000.0
3;20.0;2.0;2.0;435.0;141.0;1051000.0
2;20.0;1.0;1.0;101.0;300.0;660000.0
4;17.9;2.0;2.0;612.0;236.0;865000.0
4;17.2;1.0;1.0;842.0;160.0;1302000.0
3;17.2;2.0;2.0;343.0;130.0;800000.0
3;6.2;2.0;2.0;596.0;203.0;1850000.0
1;6.2;1.0;0.0;0.0;29.0;222000.0
3;26.5;1.0;2.0;484.0;102.0;581000.0
4;21.5;2.0;2.0;603.0;194.0;1150000.0
4;14.2;3.0;2.0;708.0;150.0;1352000.0
4;14.2;3.0;2.0;720.0;249.0;1728000.0
4;18.8;4.0;2.0;905.0;446.0;2000000.0
4;18.8;2.0;4.0;726.0;165.0;902000.0
3;10.1;1.0;2.0;627.0;132.0;1561000.0
3;10.4;1.0;4.0;646.0;150.0;1300000.0
4;10.4;3.0;2.0;564.0;500.0;1751000.0
3;16.7;1.0;1.0;390.0;118.0;840000.0
4;15.4;3.0;2.0;616.0;212.0;1430000.0
5;15.4;3.0;2.0;766.0;274.0;1060000.0
3;11.2;1.0;1.0;722.0;115.0;840000.0
4;11.2;2.0;4.0;553.0;190.0;1071888.0
2;11.2;2.0;1.0;208.0;127.0;790000.0
3;12.3;2.0;1.0;200.0;130.0;820000.0
3;15.5;1.0;2.0;673.0;101.0;1218500.0
2;11.4;1.0;1.0;126.0;75.45;695000.0
3;21.5;2.0;2.0;454.0;122.0;940000.0
4;21.5;2.0;2.0;597.0;150.0;1300000.0
3;8.5;2.0;4.0;689.0;165.5;1199000.0
3;3.5;2.0;2.0;104.0;146.0;1388000.0
1;4.6;1.0;1.0;0.0;44.0;440000.0
4;4.6;2.0;2.0;291.0;263.5;2300000.0
4;8.4;1.0;1.0;313.0;113.0;840000.0
3;12.0;1.0;1.0;178.0;100.0;510000.0
3;12.0;1.0;2.0;893.0;103.0;780000.0
3;2.4;2.0;1.0;124.0;123.0;1255000.0
2;2.4;1.0;1.0;110.0;72.0;1275000.0
3;2.4;2.0;2.0;134.0;149.0;1120000.0
3;2.4;2.0;1.0;105.0;110.0;1190000.0
3;2.4;3.0;3.0;81.0;81.0;1425000.0
4;21.3;2.0;1.0;842.0;135.0;1175000.0
3;19.9;2.0;2.0;306.0;127.0;755000.0
4;23.5;2.0;2.0;502.0;320.0;1005800.0
3;5.1;1.0;1.0;252.0;120.0;900000.0
4;34.7;2.0;1.0;534.0;152.0;555698.0
3;1.9;2.0;3.0;0.0;113.0;1250000.0
1;1.9;1.0;1.0;0.0;53.0;407500.0
2;0.7;1.0;1.0;8888.0;77.0;642500.0
3;14.0;1.0;1.0;160.0;129.0;460000.0
3;14.0;1.0;1.0;582.0;116.0;610000.0
3;14.0;1.0;1.0;388.0;95.0;500000.0
2;5.0;1.0;1.0;1123.0;84.0;615000.0
3;31.7;1.0;6.0;639.0;120.0;455000.0
3;10.5;1.0;2.0;459.0;114.0;810000.0
3;10.5;1.0;2.0;631.0;115.0;805000.0
2;10.2;1.0;1.0;1501.0;84.0;807000.0
3;18.0;2.0;1.0;338.0;114.0;471000.0
3;18.0;2.0;2.0;431.0;431.0;558000.0
5;15.5;2.0;2.0;663.0;230.0;780000.0
4;15.5;2.0;2.0;457.0;585.0;2000000.0
3;12.4;2.0;1.0;673.0;150.0;1240000.0
2;7.0;1.0;1.0;0.0;103.0;756000.0
4;17.2;2.0;2.0;651.0;187.0;1050000.0
3;8.9;2.0;2.0;541.0;540.0;940000.0
3;14.7;2.0;2.0;1025.0;195.0;830000.0
3;3.0;2.0;1.0;92.0;116.0;855000.0
2;3.0;1.0;0.0;324.0;58.0;685000.0
1;5.7;1.0;1.0;60.0;40.0;330000.0
3;4.3;2.0;1.0;150.0;125.0;1010000.0
3;4.3;1.0;0.0;196.0;102.0;990000.0
4;9.5;2.0;2.0;344.0;235.0;773000.0
5;7.9;3.0;2.0;646.0;35.0;2180000.0
5;9.7;3.0;2.0;836.0;168.0;3200000.0
4;23.2;2.0;2.0;1094.0;197.0;1030000.0
4;39.8;2.0;2.0;1031.0;161.0;675000.0
3;13.8;2.0;3.0;722.0;736.0;1410000.0
4;13.8;3.0;2.0;933.0;107.0;1815000.0
3;13.8;1.0;2.0;580.0;129.0;1225000.0
3;35.2;2.0;2.0;703.0;153.0;690000.0
3;13.4;1.0;1.0;335.0;110.0;880000.0
3;13.4;1.0;2.0;579.0;126.0;1264000.0
2;8.6;1.0;2.0;567.0;74.0;570000.0
3;10.5;2.0;2.0;697.0;183.0;2655000.0
3;10.5;2.0;3.0;289.0;371.6122;3275000.0
4;10.3;2.0;2.0;725.0;300.0;2525000.0
3;10.3;1.0;2.0;684.0;77.0;1300000.0
3;5.2;1.0;1.0;406.0;156.0;1275000.0
3;5.2;1.0;0.0;186.0;101.0;1204000.0
4;5.2;2.0;2.0;645.0;217.0;1268000.0
3;5.2;1.0;2.0;613.0;112.0;1445000.0
3;1.6;1.0;0.0;96.0;80.0;1000000.0
5;14.8;5.0;4.0;688.0;490.0;1150000.0
4;8.7;2.0;2.0;627.0;185.0;1700000.0
4;27.0;2.0;2.0;536.0;202.0;732000.0
3;17.9;1.0;1.0;366.0;121.0;800000.0
3;17.9;1.0;2.0;533.0;135.0;877000.0
3;17.9;1.0;2.0;537.0;120.0;900000.0
3;16.7;2.0;1.0;318.0;103.0;780000.0
4;6.7;2.0;2.0;441.0;255.0;1020000.0
2;6.7;1.0;1.0;476.0;97.0;996000.0
2;2.0;1.0;0.0;151.0;88.0;1095000.0
5;20.6;3.0;2.0;646.0;199.73;680000.0
4;20.6;2.0;2.0;479.0;166.0;492000.0
3;20.6;2.0;2.0;263.0;165.0;425000.0
4;23.0;3.0;2.0;907.0;170.0;860000.0
3;22.2;2.0;1.0;526.0;189.0;801000.0
5;22.2;3.0;2.0;619.0;153.0;955000.0
3;18.0;1.0;2.0;768.0;122.0;967500.0
4;18.0;2.0;2.0;786.0;206.0;890000.0
3;7.2;2.0;2.0;188.0;185.0;1800000.0
2;7.5;1.0;1.0;0.0;67.0;410000.0
3;7.5;2.0;1.0;223.0;146.0;930000.0
2;13.1;1.0;2.0;665.0;30.0;761000.0
3;13.1;1.0;4.0;616.0;94.0;650000.0
2;2.1;1.0;1.0;470.0;65.0;700000.0
3;38.0;1.0;2.0;537.0;118.54;570000.0
3;7.3;2.0;2.0;364.0;20.0;1610000.0
3;11.2;1.0;2.0;197.0;96.0;512000.0
3;16.1;2.0;2.0;1036.0;132.0;895000.0
5;16.1;3.0;2.0;789.0;290.0;880000.0
4;16.1;2.0;2.0;1070.0;190.0;925000.0
4;20.4;2.0;2.0;680.0;230.0;715000.0
4;20.4;2.0;2.0;494.0;298.21;840500.0
2;13.8;1.0;1.0;348.0;100.0;1285000.0
2;13.8;1.0;0.0;0.0;81.0;685000.0
3;13.8;2.0;2.0;254.0;113.0;957000.0
3;5.3;2.0;1.0;362.0;188.0;2370000.0
2;5.3;1.0;1.0;264.0;97.0;1682000.0
3;18.0;2.0;2.0;666.0;193.0;660000.0
3;7.8;2.0;1.0;103.0;120.0;975000.0
4;15.5;2.0;2.0;713.0;164.0;670000.0
2;3.4;2.0;2.0;0.0;74.0;876000.0
3;16.3;1.0;1.0;364.0;165.0;560000.0
2;16.3;1.0;2.0;416.0;93.0;511500.0
3;6.4;2.0;2.0;209.0;16.0;810000.0
4;8.4;3.0;2.0;552.0;355.0;3600000.0
3;4.3;2.0;2.0;198.0;130.0;815000.0
3;17.4;1.0;1.0;565.0;98.0;467000.0
4;31.7;2.0;2.0;590.0;163.0;405000.0
2;17.9;1.0;1.0;389.0;104.0;428000.0
4;17.9;2.0;2.0;643.0;169.5;722500.0
2;17.9;1.0;1.0;257.0;83.0;421000.0
2;17.2;2.0;1.0;370.0;370.0;890000.0
1;6.2;1.0;1.0;114.0;42.2;286000.0
4;21.5;2.0;2.0;413.0;170.0;920000.0
3;31.6;1.0;4.0;2385.0;127.0;620000.0
3;14.2;1.0;4.0;807.0;117.0;1200000.0
3;18.8;1.0;2.0;739.0;126.0;865000.0
4;10.1;1.0;2.0;718.0;181.0;1920000.0
3;6.2;1.0;1.0;396.0;123.0;1230000.0
3;6.2;1.0;2.0;492.0;103.0;1220000.0
3;22.7;1.0;2.0;550.0;112.0;660000.0
2;1.8;2.0;1.0;1223.0;81.0;570000.0
5;21.1;3.0;4.0;4221.0;321.0;1550000.0
4;15.4;2.0;2.0;697.0;216.0;1075000.0
4;11.2;2.0;4.0;553.0;190.0;1071888.0
2;11.2;1.0;1.0;132.0;73.0;560000.0
5;12.3;2.0;2.0;546.0;313.0;1750000.0
3;12.3;1.0;2.0;700.0;115.0;1210000.0
4;21.5;2.0;2.0;597.0;150.0;1300000.0
2;8.5;1.0;1.0;487.0;88.0;740000.0
3;3.5;1.0;2.0;0.0;80.0;800000.0
2;4.6;1.0;1.0;0.0;102.0;1020000.0
2;4.6;2.0;1.0;0.0;76.0;660000.0
3;8.4;2.0;3.0;468.0;135.5;1242000.0
5;8.4;3.0;4.0;525.0;266.76;1350000.0
3;8.4;3.0;2.0;158.0;159.0;1020000.0
5;12.0;3.0;4.0;890.0;203.0;912000.0
3;12.0;1.0;3.0;494.0;102.0;685000.0
1;12.0;1.0;1.0;0.0;60.0;270000.0
2;2.4;2.0;2.0;180.0;123.0;890500.0
4;47.4;2.0;4.0;1459.0;272.4;817000.0
3;19.9;1.0;1.0;446.0;114.0;750000.0
4;23.5;2.0;0.0;725.0;196.0;860000.0
4;34.7;2.0;2.0;448.0;187.0;645000.0
4;15.2;2.0;2.0;463.0;233.0;1770000.0
6;35.4;4.0;2.0;662.0;373.0;1050000.0
3;5.1;1.0;1.0;297.0;211.0;1085000.0
4;10.5;2.0;2.0;696.0;199.0;780000.0
5;10.2;3.0;2.0;735.0;286.0;2000000.0
4;15.5;2.0;2.0;883.0;300.0;1450000.0
4;15.5;3.0;3.0;682.0;315.0;1860000.0
3;15.3;1.0;2.0;555.0;135.0;651000.0
3;7.0;1.0;2.0;695.0;133.0;1250000.0
4;17.2;2.0;4.0;624.0;161.0;1235000.0
4;17.2;2.0;2.0;407.0;300.0;1290000.0
6;14.7;2.0;2.0;453.0;305.0;1180000.0
2;4.6;1.0;1.0;136.0;58.0;957500.0
3;4.6;2.0;2.0;754.0;177.8;2080000.0
3;12.7;2.0;2.0;629.0;139.4;852000.0
2;3.0;1.0;1.0;0.0;38.0;505000.0
3;3.0;1.0;1.0;270.0;101.0;1402500.0
5;7.5;3.0;2.0;557.0;364.0;2905000.0
2;10.4;1.0;3.0;374.0;96.0;650000.0
3;10.4;2.0;1.0;300.0;212.0;856000.0
3;3.0;1.0;1.0;149.0;109.0;1505000.0
3;10.5;2.0;2.0;247.0;127.0;600000.0
3;11.0;1.0;4.0;575.0;112.0;1005000.0
2;6.3;1.0;0.0;1097.0;63.0;410000.0
3;4.3;2.0;1.0;257.0;162.0;1530000.0
3;4.3;2.0;2.0;254.0;120.0;1082000.0
2;7.9;1.0;1.0;136.0;76.0;725000.0
2;7.9;1.0;1.0;1129.0;72.0;602000.0
2;7.9;2.0;1.0;0.0;101.76;830000.0
3;9.7;2.0;2.0;975.0;147.0;1300000.0
5;9.7;2.0;1.0;629.0;140.0;1940000.0
3;9.7;1.0;1.0;697.0;128.0;1590000.0
4;23.2;2.0;4.0;765.0;141.0;705000.0
4;17.3;3.0;2.0;704.0;318.0;2200000.0
2;11.4;1.0;1.0;0.0;68.0;420000.0
4;11.4;2.0;2.0;603.0;148.0;1479000.0
4;13.8;2.0;5.0;612.0;363.0;1655000.0
3;13.8;2.0;2.0;614.0;197.0;1430000.0
4;35.2;2.0;2.0;792.0;180.0;667000.0
3;17.3;2.0;2.0;328.0;144.0;1080000.0
3;10.3;4.0;2.0;424.0;201.0;1750800.0
4;10.3;1.0;2.0;606.0;163.0;1605000.0
2;10.3;1.0;1.0;542.0;65.0;1035000.0
3;14.0;1.0;1.0;546.0;109.0;505000.0
3;6.4;2.0;2.0;244.0;129.0;663000.0
2;5.2;1.0;1.0;245.0;106.0;860000.0
5;5.2;3.0;4.0;957.0;320.0;2545000.0
3;5.2;2.0;2.0;401.0;167.0;1405000.0
2;5.2;1.0;1.0;69.0;52.0;460000.0
4;4.0;2.0;2.0;425.0;140.0;1210000.0
2;5.2;1.0;1.0;54.0;60.0;460000.0
