Unnamed: 0;city;area;rooms;bathroom;parking spaces;floor;animal;furniture;hoa;rent amount;property tax;fire insurance;total
3479.0;1.0;215.0;3.0;4.0;4.0;-;acept;not furnished;R$0;R$10,000;R$373;R$151;R$10,520
3480.0;0.0;78.0;3.0;2.0;2.0;3;acept;not furnished;R$605;R$1,780;R$68;R$23;R$2,476
3481.0;1.0;96.0;2.0;2.0;2.0;12;acept;not furnished;R$980;R$1,800;R$225;R$23;R$3,028
3482.0;1.0;400.0;4.0;5.0;4.0;13;acept;furnished;R$2,700;R$7,000;R$1,500;R$89;R$11,290
3483.0;1.0;120.0;3.0;2.0;2.0;5;not acept;not furnished;R$1,520;R$5,000;R$0;R$36;R$6,556
3484.0;1.0;53.0;2.0;1.0;1.0;8;acept;furnished;R$720;R$3,250;R$67;R$42;R$4,079
3485.0;1.0;70.0;2.0;1.0;0.0;1;acept;not furnished;R$832;R$1,750;R$0;R$13;R$2,595
3486.0;1.0;100.0;3.0;3.0;0.0;5;acept;not furnished;R$820;R$6,330;R$148;R$81;R$7,379
3487.0;0.0;69.0;2.0;1.0;1.0;2;acept;not furnished;R$270;R$800;R$40;R$11;R$1,121
3488.0;1.0;25.0;1.0;1.0;0.0;-;not acept;not furnished;R$0;R$1,350;R$87;R$21;R$1,458
3489.0;1.0;68.0;3.0;2.0;1.0;3;acept;furnished;R$455;R$1,299;R$0;R$17;R$1,771
3490.0;1.0;30.0;1.0;1.0;1.0;10;acept;furnished;R$730;R$1,850;R$70;R$24;R$2,674
3491.0;1.0;156.0;2.0;4.0;2.0;11;acept;not furnished;R$2,690;R$10,000;R$520;R$127;R$13,340
3492.0;1.0;33.0;1.0;1.0;0.0;12;not acept;furnished;R$385;R$3,000;R$125;R$39;R$3,549
3493.0;1.0;205.0;3.0;5.0;1.0;8;acept;not furnished;R$1,805;R$2,800;R$775;R$36;R$5,416
3494.0;1.0;79.0;2.0;3.0;1.0;14;acept;not furnished;R$2,500;R$3,100;R$500;R$40;R$6,140
3495.0;1.0;70.0;3.0;2.0;1.0;4;acept;furnished;R$695;R$2,550;R$284;R$33;R$3,562
3496.0;1.0;40.0;1.0;1.0;0.0;8;not acept;not furnished;R$0;R$1,094;R$0;R$5;R$1,099
3497.0;0.0;438.0;5.0;4.0;0.0;-;acept;not furnished;R$0;R$7,735;R$417;R$117;R$8,269
3498.0;1.0;30.0;1.0;1.0;0.0;-;not acept;not furnished;R$0;R$1,000;R$43;R$13;R$1,056
3499.0;1.0;212.0;3.0;5.0;3.0;7;acept;not furnished;R$2,300;R$7,000;R$1,084;R$89;R$10,470
3500.0;1.0;32.0;1.0;1.0;0.0;3;acept;not furnished;R$515;R$1,700;R$29;R$22;R$2,266
3501.0;1.0;269.0;4.0;4.0;5.0;21;acept;furnished;R$2,980;R$14,000;R$1,834;R$178;R$18,990
3502.0;1.0;63.0;2.0;1.0;1.0;5;acept;not furnished;R$460;R$1,100;R$4;R$14;R$1,578
3503.0;1.0;39.0;1.0;1.0;0.0;10;acept;furnished;R$300;R$2,000;R$0;R$26;R$2,326
3504.0;1.0;200.0;3.0;2.0;3.0;3;acept;not furnished;R$1,600;R$4,000;R$0;R$51;R$5,651
3505.0;1.0;290.0;3.0;3.0;1.0;5;acept;not furnished;R$2,500;R$2,500;R$340;R$32;R$5,372
3506.0;1.0;30.0;1.0;1.0;1.0;18;not acept;not furnished;R$2,000;R$1,950;R$229;R$25;R$4,204
3507.0;1.0;176.0;4.0;5.0;0.0;1;acept;furnished;R$1,350;R$9,500;R$792;R$121;R$11,760
3508.0;1.0;77.0;2.0;2.0;1.0;6;acept;not furnished;R$900;R$3,000;R$80;R$39;R$4,019
3509.0;1.0;47.0;1.0;1.0;0.0;2;acept;not furnished;R$198;R$1,490;R$66;R$19;R$1,773
3510.0;1.0;135.0;3.0;2.0;0.0;3;acept;not furnished;R$1,400;R$4,500;R$317;R$58;R$6,275
3511.0;1.0;108.0;2.0;3.0;2.0;-;acept;not furnished;R$450;R$2,100;R$250;R$32;R$2,832
3512.0;1.0;212.0;4.0;3.0;2.0;17;acept;not furnished;R$2,835;R$13,800;R$694;R$175;R$17,500
3513.0;1.0;140.0;2.0;4.0;1.0;11;acept;not furnished;R$2,200;R$8,900;R$300;R$113;R$11,510
3514.0;0.0;51.0;2.0;1.0;1.0;1;not acept;not furnished;R$390;R$800;R$50;R$11;R$1,251
3515.0;1.0;42.0;1.0;1.0;1.0;9;acept;furnished;R$565;R$3,800;R$24;R$49;R$4,438
3516.0;1.0;108.0;3.0;3.0;3.0;11;acept;furnished;R$1,100;R$4,000;R$455;R$51;R$5,606
3517.0;0.0;53.0;1.0;1.0;0.0;6;acept;not furnished;R$403;R$500;R$15;R$7;R$925
3518.0;1.0;254.0;3.0;3.0;3.0;11;acept;furnished;R$4,255;R$12,750;R$1,692;R$162;R$18,860
3519.0;0.0;67.0;3.0;1.0;1.0;1;not acept;not furnished;R$351;R$900;R$40;R$12;R$1,303
3520.0;1.0;50.0;2.0;1.0;1.0;1;acept;not furnished;R$500;R$2,000;R$3;R$26;R$2,529
3521.0;1.0;115.0;4.0;4.0;3.0;2;acept;not furnished;R$2,600;R$4,000;R$417;R$51;R$7,068
3522.0;0.0;70.0;2.0;1.0;1.0;-;not acept;not furnished;R$341;R$1,184;R$60;R$15;R$1,600
3523.0;1.0;140.0;3.0;4.0;2.0;6;acept;not furnished;R$1,350;R$2,500;R$200;R$32;R$4,082
3524.0;1.0;156.0;2.0;3.0;2.0;8;acept;furnished;R$2,040;R$13,590;R$292;R$173;R$16,090
3525.0;1.0;295.0;4.0;4.0;4.0;21;acept;not furnished;R$3,700;R$9,500;R$1,417;R$121;R$14,740
3526.0;1.0;42.0;1.0;1.0;1.0;5;acept;not furnished;R$330;R$2,100;R$107;R$27;
3527.0;1.0;480.0;4.0;5.0;2.0;-;acept;furnished;Sem info;R$6,000;R$2,309;R$91;R$8,400
3528.0;1.0;65.0;1.0;2.0;2.0;3;not acept;furnished;R$950;R$3,400;R$215;R$44;R$4,609
3529.0;1.0;220.0;4.0;5.0;3.0;9;acept;not furnished;R$2,300;R$9,700;R$1,084;R$123;R$13,210
3530.0;1.0;57.0;2.0;1.0;2.0;8;acept;not furnished;R$710;R$2,200;R$75;R$28;R$3,013
3531.0;1.0;170.0;3.0;3.0;0.0;10;acept;not furnished;R$1,900;R$7,500;R$529;R$96;R$10,030
3532.0;0.0;55.0;1.0;1.0;1.0;2;acept;not furnished;R$452;R$850;R$44;R$11;R$1,357
3533.0;1.0;117.0;4.0;5.0;4.0;16;acept;not furnished;R$1,521;R$2,500;R$646;R$32;R$4,699
3534.0;1.0;280.0;5.0;2.0;1.0;-;acept;not furnished;Sem info;R$8,000;R$0;R$121;R$8,121
3535.0;1.0;140.0;4.0;3.0;2.0;10;acept;not furnished;R$2,000;R$3,800;R$334;R$49;R$6,183
3536.0;1.0;57.0;2.0;2.0;0.0;9;acept;not furnished;R$590;R$1,908;R$125;R$25;R$2,648
3537.0;1.0;200.0;3.0;4.0;2.0;-;acept;not furnished;R$0;R$2,500;R$500;R$38;R$3,038
3538.0;1.0;35.0;1.0;1.0;0.0;1;not acept;not furnished;R$0;R$900;R$50;R$12;R$962
3539.0;0.0;30.0;1.0;1.0;0.0;15;acept;not furnished;R$280;R$500;R$10;R$7;R$797
3540.0;1.0;42.0;1.0;1.0;0.0;9;acept;furnished;R$1,290;R$1,500;R$184;R$20;R$2,994
3541.0;0.0;69.0;2.0;1.0;1.0;7;not acept;not furnished;R$485;R$980;R$60;R$13;R$1,538
3542.0;1.0;60.0;2.0;1.0;1.0;7;acept;not furnished;R$460;R$1,230;R$100;R$16;R$1,806
3543.0;1.0;253.0;3.0;5.0;5.0;9;acept;not furnished;R$2,760;R$6,750;R$1,770;R$86;R$11,370
3544.0;1.0;220.0;4.0;5.0;2.0;-;acept;not furnished;R$0;R$6,500;R$1,176;R$98;R$7,774
3545.0;1.0;127.0;2.0;3.0;2.0;1;acept;furnished;R$996;R$3,600;R$292;R$46;R$4,934
3546.0;1.0;85.0;3.0;2.0;1.0;10;acept;furnished;R$700;R$2,730;R$113;R$35;R$3,578
3547.0;1.0;470.0;4.0;6.0;3.0;-;acept;not furnished;R$0;R$7,200;R$1,134;R$109;R$8,443
3548.0;1.0;124.0;3.0;3.0;2.0;16;acept;not furnished;R$1,100;R$2,791;R$339;R$36;R$4,266
3549.0;1.0;100.0;2.0;2.0;0.0;-;not acept;not furnished;R$0;R$3,250;R$0;R$49;R$3,299
3550.0;1.0;60.0;2.0;2.0;1.0;11;acept;not furnished;R$1,680;R$4,000;R$200;R$51;R$5,931
3551.0;1.0;57.0;1.0;1.0;0.0;10;not acept;not furnished;R$500;R$2,200;R$0;R$28;R$2,728
3552.0;1.0;54.0;1.0;1.0;1.0;20;acept;furnished;R$700;R$4,500;R$167;R$58;R$5,425
3553.0;1.0;84.0;3.0;1.0;1.0;6;acept;not furnished;R$670;R$2,180;R$100;R$28;R$2,978
3554.0;1.0;360.0;3.0;4.0;1.0;10;acept;not furnished;R$2,300;R$10,000;R$584;R$127;R$13,010
3555.0;1.0;51.0;2.0;1.0;0.0;12;acept;furnished;R$456;R$2,000;R$0;R$26;R$2,482
3556.0;1.0;119.0;2.0;2.0;0.0;5;acept;not furnished;R$909;R$2,350;R$0;R$30;R$3,289
3557.0;1.0;70.0;2.0;1.0;0.0;-;not acept;not furnished;R$0;R$1,700;R$25;R$26;R$1,751
3558.0;1.0;100.0;3.0;3.0;2.0;3;not acept;not furnished;R$1,100;R$4,350;R$350;R$56;R$5,856
3559.0;1.0;100.0;2.0;1.0;0.0;4;acept;not furnished;R$0;R$1,500;R$50;R$23;R$1,573
3560.0;1.0;79.0;2.0;1.0;1.0;3;acept;not furnished;R$513;R$1,444;R$0;R$19;R$1,976
3561.0;1.0;220.0;3.0;4.0;3.0;2;not acept;not furnished;R$2,500;R$5,150;R$1,250;R$66;R$8,966
3562.0;1.0;100.0;3.0;1.0;0.0;-;acept;not furnished;R$0;R$2,700;R$292;R$41;R$3,033
3563.0;1.0;108.0;3.0;3.0;2.0;2;acept;not furnished;R$1,200;R$3,400;R$334;R$44;R$4,978
3564.0;1.0;230.0;2.0;1.0;8.0;-;acept;not furnished;R$0;R$4,500;R$720;R$68;R$5,288
3565.0;1.0;103.0;3.0;3.0;2.0;3;acept;furnished;R$1,310;R$6,500;R$448;R$83;R$8,341
3566.0;1.0;90.0;3.0;2.0;2.0;2;acept;not furnished;R$1,320;R$1,700;R$225;R$22;R$3,267
3567.0;1.0;220.0;4.0;4.0;2.0;10;acept;not furnished;R$2,500;R$3,200;R$552;R$41;R$6,293
3568.0;1.0;125.0;3.0;2.0;2.0;11;acept;not furnished;R$1,450;R$2,100;R$372;R$27;R$3,949
3569.0;1.0;54.0;1.0;1.0;1.0;8;acept;not furnished;R$1,290;R$3,850;R$209;R$49;R$5,398
3570.0;1.0;300.0;5.0;5.0;3.0;-;acept;not furnished;R$0;R$4,700;R$334;R$71;R$5,105
3571.0;1.0;280.0;3.0;5.0;3.0;-;acept;not furnished;R$0;R$8,000;R$0;R$121;R$8,121
3572.0;1.0;45.0;2.0;2.0;0.0;-;not acept;not furnished;R$0;R$1,650;R$84;R$25;R$1,759
3573.0;0.0;60.0;3.0;1.0;1.0;5;not acept;not furnished;R$600;R$1,800;R$50;R$23;R$2,473
3574.0;1.0;100.0;2.0;2.0;1.0;15;acept;not furnished;R$1,500;R$7,100;R$0;R$90;R$8,690
3575.0;1.0;40.0;1.0;1.0;1.0;10;acept;not furnished;R$700;R$2,600;R$25;R$33;R$3,358
3576.0;1.0;160.0;3.0;2.0;1.0;10;not acept;not furnished;R$1,100;R$2,300;R$109;R$30;R$3,539
3577.0;1.0;41.0;2.0;1.0;0.0;1;acept;not furnished;R$300;R$1,478;R$0;R$19;R$1,797
3578.0;1.0;350.0;5.0;3.0;6.0;-;acept;not furnished;R$0;R$6,070;R$1,084;R$92;R$7,246
3579.0;1.0;300.0;3.0;3.0;3.0;-;acept;not furnished;R$0;R$3,500;R$250;R$53;R$3,803
3580.0;1.0;89.0;2.0;2.0;2.0;20;acept;furnished;R$1,518;R$4,500;R$356;R$58;R$6,432
3581.0;1.0;325.0;4.0;5.0;7.0;-;acept;furnished;R$0;R$13,000;R$825;R$196;R$14,020
3582.0;1.0;170.0;2.0;2.0;5.0;-;acept;not furnished;R$0;R$5,500;R$600;R$83;R$6,183
3583.0;1.0;520.0;4.0;6.0;4.0;-;acept;not furnished;R$0;R$15,000;R$2,250;R$226;R$17,480
3584.0;1.0;480.0;4.0;6.0;5.0;9;acept;not furnished;R$6,660;R$15,000;R$3,063;R$191;R$24,910
3585.0;1.0;45.0;1.0;1.0;1.0;2;acept;not furnished;R$565;R$2,500;R$0;R$32;R$3,097
3586.0;1.0;89.0;3.0;1.0;1.0;2;acept;not furnished;R$1,083;R$2,000;R$255;R$26;R$3,364
3587.0;1.0;108.0;3.0;2.0;2.0;12;not acept;not furnished;R$900;R$2,900;R$202;R$37;R$4,039
3588.0;0.0;48.0;2.0;1.0;0.0;5;acept;not furnished;R$263;R$1,000;R$66;R$13;R$1,342
3589.0;1.0;160.0;3.0;2.0;2.0;18;acept;furnished;R$1,530;R$1,900;R$167;R$25;R$3,622
3590.0;1.0;160.0;2.0;3.0;3.0;-;acept;not furnished;R$0;R$7,500;R$417;R$113;R$8,030
3591.0;1.0;100.0;4.0;3.0;2.0;2;acept;not furnished;R$1,027;R$2,500;R$369;R$32;R$3,928
3592.0;1.0;75.0;3.0;2.0;1.0;21;acept;not furnished;R$501;R$2,900;R$28;R$37;R$3,466
3593.0;1.0;215.0;4.0;4.0;3.0;6;acept;not furnished;R$3,800;R$3,400;R$1,084;R$44;R$8,328
3594.0;1.0;125.0;3.0;4.0;1.0;2;acept;not furnished;R$1,100;R$4,900;R$0;R$63;R$6,063
3595.0;1.0;94.0;3.0;2.0;3.0;5;acept;not furnished;R$820;R$2,200;R$350;R$28;R$3,398
3596.0;1.0;60.0;2.0;1.0;1.0;8;acept;not furnished;R$850;R$2,750;R$0;R$35;R$3,635
3597.0;1.0;66.0;2.0;1.0;1.0;10;not acept;furnished;R$700;R$3,800;R$84;R$27;R$4,611
3598.0;1.0;300.0;4.0;5.0;4.0;-;acept;not furnished;R$0;R$5,000;R$538;R$76;R$5,614
3599.0;1.0;102.0;3.0;3.0;2.0;12;acept;not furnished;R$1,366;R$5,702;R$276;R$73;R$7,417
3600.0;1.0;462.0;7.0;2.0;3.0;-;not acept;not furnished;R$0;R$8,600;R$834;R$130;R$9,564
3601.0;0.0;51.0;2.0;1.0;2.0;13;not acept;not furnished;R$457;R$1,850;R$56;R$24;R$2,387
3602.0;1.0;120.0;3.0;3.0;2.0;-;acept;not furnished;R$0;R$3,500;R$122;R$53;R$3,675
3603.0;1.0;35.0;1.0;1.0;1.0;10;not acept;furnished;R$1,400;R$2,800;R$205;R$36;R$4,441
3604.0;1.0;229.0;4.0;2.0;3.0;2;acept;furnished;R$1,100;R$5,500;R$409;R$70;R$7,079
3605.0;1.0;530.0;4.0;5.0;6.0;-;not acept;not furnished;R$0;R$15,000;R$0;R$226;R$15,230
3606.0;0.0;74.0;3.0;1.0;1.0;3;acept;not furnished;R$350;R$1,000;R$54;R$13;R$1,417
3607.0;1.0;96.0;2.0;1.0;1.0;2;acept;not furnished;R$1,080;R$4,300;R$118;R$55;R$5,553
3608.0;1.0;181.0;4.0;5.0;3.0;5;acept;not furnished;R$2,100;R$2,600;R$579;R$33;R$5,312
3609.0;1.0;38.0;1.0;1.0;1.0;1;acept;not furnished;R$437;R$1,942;R$14;R$9;R$2,402
3610.0;1.0;260.0;2.0;3.0;4.0;-;acept;not furnished;R$0;R$5,500;R$142;R$83;R$5,725
3611.0;1.0;126.0;3.0;2.0;0.0;1;acept;not furnished;R$150;R$2,210;R$125;R$28;R$2,513
3612.0;1.0;98.0;1.0;2.0;2.0;4;not acept;furnished;R$1,750;R$8,400;R$580;R$107;R$10,840
3613.0;1.0;220.0;4.0;3.0;3.0;20;acept;furnished;R$2,080;R$5,500;R$1,092;R$70;R$8,742
3614.0;1.0;164.0;3.0;2.0;2.0;6;acept;not furnished;R$3,182;R$8,500;R$608;R$108;R$12,400
3615.0;1.0;50.0;1.0;1.0;1.0;3;not acept;furnished;R$690;R$4,230;R$36;R$54;R$5,010
3616.0;0.0;55.0;2.0;1.0;1.0;1;acept;not furnished;R$360;R$900;R$53;R$12;R$1,325
3617.0;0.0;300.0;4.0;4.0;3.0;2;acept;not furnished;R$2,300;R$6,000;R$417;R$77;R$8,794
3618.0;1.0;40.0;1.0;1.0;1.0;1;acept;not furnished;R$0;R$1,300;R$30;R$17;R$1,347
3619.0;1.0;68.0;2.0;1.0;1.0;8;acept;not furnished;R$384;R$1,306;R$0;R$17;R$1,707
3620.0;1.0;220.0;2.0;2.0;3.0;-;acept;not furnished;R$0;R$10,500;R$750;R$158;R$11,410
3621.0;1.0;270.0;2.0;3.0;4.0;-;acept;not furnished;R$0;R$3,270;R$169;R$50;R$3,489
3622.0;1.0;255.0;3.0;4.0;4.0;9;acept;furnished;R$1,650;R$5,000;R$125;R$64;R$6,839
3623.0;1.0;49.0;1.0;1.0;1.0;10;not acept;not furnished;R$680;R$2,300;R$200;R$30;R$3,210
3624.0;1.0;300.0;3.0;3.0;5.0;-;acept;not furnished;R$0;R$5,000;R$584;R$76;R$5,660
3625.0;1.0;300.0;4.0;5.0;2.0;6;acept;furnished;R$3,600;R$7,800;R$609;R$99;R$12,110
3626.0;1.0;38.0;2.0;1.0;0.0;5;acept;furnished;R$577;R$3,200;R$50;R$41;R$3,868
3627.0;1.0;150.0;3.0;3.0;3.0;11;acept;not furnished;R$2,270;R$6,000;R$754;R$77;R$9,101
3628.0;0.0;200.0;3.0;2.0;3.0;-;acept;not furnished;R$300;R$2,550;R$600;R$39;R$3,489
3629.0;1.0;427.0;4.0;6.0;4.0;13;acept;not furnished;R$3,440;R$10,000;R$1,350;R$127;R$14,920
3630.0;1.0;75.0;3.0;1.0;1.0;2;acept;furnished;;R$1,900;R$85;R$25;R$2,780
3631.0;1.0;150.0;3.0;3.0;2.0;-;acept;not furnished;Sem info;R$3,300;R$135;R$50;R$3,485
3632.0;1.0;300.0;3.0;1.0;2.0;-;acept;not furnished;R$0;R$4,500;R$292;R$68;R$4,860
3633.0;1.0;220.0;3.0;2.0;1.0;-;acept;not furnished;R$0;R$5,000;R$500;R$76;R$5,576
3634.0;1.0;213.0;3.0;5.0;5.0;10;acept;not furnished;R$3,800;R$6,200;Incluso;R$79;R$10,080
3635.0;1.0;320.0;4.0;6.0;4.0;4;acept;not furnished;R$5,400;R$15,000;R$175;R$191;R$20,770
3636.0;1.0;84.0;3.0;2.0;1.0;3;not acept;furnished;R$741;R$2,175;R$185;R$28;R$3,129
3637.0;1.0;75.0;2.0;1.0;0.0;-;not acept;furnished;R$450;R$2,500;R$94;R$32;R$3,076
3638.0;1.0;57.0;2.0;1.0;0.0;4;acept;not furnished;R$318;R$1,700;R$0;R$22;R$2,040
3639.0;1.0;16.0;1.0;1.0;0.0;1;not acept;not furnished;R$0;R$850;R$9;R$11;R$870
3640.0;0.0;72.0;2.0;2.0;1.0;7;acept;not furnished;R$480;R$850;R$9;R$11;R$1,350
3641.0;1.0;140.0;3.0;4.0;2.0;11;acept;furnished;R$1,750;R$12,000;R$615;R$153;R$14,520
3642.0;0.0;80.0;2.0;2.0;1.0;8;acept;furnished;R$860;R$2,000;R$34;R$26;R$2,920
3643.0;1.0;170.0;3.0;3.0;3.0;7;acept;not furnished;R$2,450;R$3,000;R$1,015;R$39;R$6,504
3644.0;1.0;67.0;3.0;1.0;1.0;9;acept;not furnished;R$626;R$1,550;R$110;R$20;R$2,306
3645.0;1.0;79.0;2.0;1.0;0.0;-;acept;not furnished;R$0;R$2,100;R$218;R$27;R$2,345
3646.0;1.0;170.0;3.0;3.0;3.0;-;acept;not furnished;R$0;R$3,500;R$209;R$53;R$3,762
3647.0;1.0;120.0;3.0;2.0;1.0;6;acept;not furnished;R$850;R$3,200;R$120;R$41;R$4,211
3648.0;0.0;206.0;3.0;2.0;3.0;15;acept;not furnished;R$1,900;R$3,910;R$417;R$50;R$6,277
3649.0;1.0;249.0;3.0;3.0;1.0;9;acept;furnished;R$2,250;R$8,500;R$420;R$108;
3650.0;1.0;120.0;4.0;4.0;2.0;5;acept;not furnished;R$2,500;R$9,500;R$116;R$121;R$12,240
3651.0;0.0;260.0;3.0;4.0;4.0;-;acept;not furnished;R$900;R$2,800;R$129;R$43;R$3,872
3652.0;0.0;120.0;2.0;1.0;0.0;3;acept;not furnished;R$830;R$1,100;R$95;R$14;R$2,039
3653.0;1.0;400.0;4.0;6.0;4.0;-;acept;not furnished;R$0;R$15,000;R$1,875;R$226;R$17,100
3654.0;1.0;165.0;3.0;1.0;3.0;-;acept;not furnished;R$0;R$3,400;R$384;R$52;R$3,836
3655.0;1.0;55.0;2.0;1.0;1.0;6;not acept;not furnished;R$450;R$1,800;R$111;R$23;R$2,384
3656.0;1.0;75.0;3.0;2.0;2.0;12;not acept;furnished;R$800;R$2,236;R$64;R$29;R$3,129
3657.0;0.0;402.0;4.0;5.0;2.0;-;acept;furnished;R$450;R$7,500;R$63;R$113;R$8,126
3658.0;0.0;58.0;2.0;1.0;1.0;2;acept;not furnished;R$332;R$1,200;R$25;R$16;R$1,573
3659.0;1.0;50.0;1.0;1.0;0.0;-;not acept;not furnished;R$0;R$1,220;R$0;R$19;R$1,239
3660.0;1.0;60.0;4.0;4.0;1.0;5;acept;not furnished;R$700;R$2,120;R$100;R$27;R$2,947
3661.0;1.0;280.0;4.0;5.0;4.0;18;not acept;not furnished;R$3,600;R$12,000;R$917;R$153;R$16,670
3662.0;1.0;214.0;4.0;4.0;3.0;5;acept;not furnished;R$2,638;R$6,520;R$1,187;R$83;R$10,430
3663.0;1.0;110.0;3.0;1.0;0.0;-;acept;not furnished;R$0;R$2,000;R$0;R$31;R$2,031
3664.0;1.0;35.0;1.0;2.0;1.0;3;not acept;furnished;R$830;R$3,081;R$0;R$9;R$3,920
3665.0;1.0;320.0;3.0;3.0;8.0;-;acept;not furnished;R$0;R$5,500;R$572;R$83;R$6,155
3666.0;1.0;50.0;1.0;1.0;0.0;1;acept;not furnished;R$50;R$750;R$25;R$10;R$835
3667.0;1.0;128.0;3.0;3.0;0.0;3;acept;furnished;R$2,500;R$12,000;R$500;R$153;R$15,150
3668.0;1.0;70.0;2.0;1.0;1.0;1;acept;not furnished;R$300;R$1,100;R$14;R$14;R$1,428
3669.0;1.0;277.0;3.0;2.0;1.0;11;acept;not furnished;R$2,332;R$7,800;R$601;R$99;R$10,830
3670.0;1.0;200.0;4.0;4.0;3.0;9;acept;furnished;R$2,800;R$5,000;R$1,211;R$64;R$9,075
3671.0;1.0;70.0;2.0;2.0;1.0;1;acept;not furnished;R$280;R$1,000;R$138;R$13;R$1,431
3672.0;1.0;50.0;1.0;1.0;1.0;3;acept;not furnished;R$455;R$1,900;R$0;R$25;R$2,380
3673.0;1.0;130.0;3.0;3.0;2.0;3;acept;not furnished;R$1,140;R$4,000;R$292;R$51;R$5,483
3674.0;1.0;600.0;6.0;5.0;5.0;-;acept;furnished;R$0;R$12,000;R$3,334;R$181;R$15,520
3675.0;1.0;135.0;3.0;3.0;0.0;1;not acept;not furnished;R$1,400;R$3,810;R$167;R$49;R$5,426
3676.0;1.0;27.0;1.0;1.0;0.0;5;not acept;not furnished;R$1,405;R$3,500;R$1;R$45;R$4,951
3677.0;1.0;197.0;3.0;1.0;2.0;-;acept;not furnished;R$0;R$2,100;R$290;R$32;R$2,422
3678.0;1.0;400.0;10.0;5.0;8.0;-;acept;not furnished;R$0;R$10,900;R$1,417;R$164;R$12,480
3679.0;0.0;92.0;3.0;2.0;3.0;1;acept;furnished;R$752;R$2,525;R$0;R$32;R$3,309
3680.0;1.0;119.0;3.0;3.0;1.0;8;not acept;furnished;R$790;R$3,750;R$135;R$48;R$4,723
3681.0;1.0;16.0;1.0;1.0;0.0;2;acept;not furnished;R$397;R$899;R$18;R$12;R$1,326
3682.0;1.0;45.0;2.0;1.0;1.0;8;acept;not furnished;R$450;R$2,010;R$3;R$26;R$2,489
3683.0;1.0;57.0;2.0;1.0;1.0;5;acept;furnished;R$550;R$2,450;R$63;R$32;R$3,095
3684.0;1.0;22.0;1.0;1.0;0.0;5;acept;not furnished;R$423;R$1,600;R$0;R$21;R$2,044
3685.0;1.0;116.0;3.0;2.0;2.0;5;acept;not furnished;R$1,884;R$3,800;R$518;R$49;R$6,251
3686.0;1.0;33.0;1.0;1.0;0.0;3;acept;not furnished;R$350;R$1,650;R$0;R$21;R$2,021
3687.0;0.0;250.0;4.0;4.0;0.0;-;acept;not furnished;R$750;R$3,825;R$369;R$58;R$5,002
3688.0;1.0;128.0;2.0;3.0;2.0;1;acept;not furnished;R$1,500;R$7,500;R$334;R$96;R$9,430
3689.0;1.0;58.0;2.0;2.0;0.0;2;acept;not furnished;R$940;R$1,250;R$107;R$16;R$2,313
3690.0;1.0;105.0;3.0;2.0;2.0;6;acept;not furnished;R$1,002;R$2,583;R$35;R$33;R$3,653
3691.0;1.0;41.0;1.0;1.0;1.0;3;acept;furnished;R$534;R$2,800;R$133;R$36;R$3,503
3692.0;1.0;90.0;3.0;1.0;1.0;1;acept;not furnished;R$1,000;R$3,000;R$50;R$39;R$4,089
3693.0;1.0;100.0;3.0;3.0;2.0;2;not acept;not furnished;R$1,300;R$2,300;R$363;R$30;R$3,993
3694.0;1.0;890.0;5.0;6.0;8.0;-;not acept;not furnished;R$0;R$11,000;R$9,500;R$166;R$20,670
3695.0;1.0;180.0;3.0;4.0;3.0;5;acept;furnished;R$2,800;R$9,000;R$1,125;R$115;R$13,040
3696.0;1.0;136.0;3.0;3.0;2.0;8;not acept;furnished;R$1,535;R$9,900;R$482;R$126;R$12,040
3697.0;1.0;175.0;1.0;3.0;2.0;19;not acept;furnished;R$900;R$4,142;R$0;R$53;R$5,095
3698.0;0.0;100.0;3.0;2.0;2.0;3;acept;not furnished;R$885;R$1,200;R$80;R$16;R$2,181
3699.0;1.0;65.0;2.0;2.0;1.0;9;acept;not furnished;R$541;R$1,550;R$117;R$20;R$2,228
3700.0;1.0;50.0;2.0;1.0;0.0;2;not acept;not furnished;R$1,000;R$1,000;R$45;R$13;R$2,058
3701.0;1.0;105.0;3.0;3.0;1.0;5;acept;not furnished;R$980;R$2,150;R$0;R$28;R$3,158
3702.0;1.0;108.0;3.0;3.0;2.0;3;acept;not furnished;R$1,800;R$4,800;R$393;R$61;R$7,054
3703.0;1.0;55.0;1.0;1.0;0.0;1;not acept;not furnished;R$150;R$730;R$0;R$10;R$890
3704.0;1.0;46.0;2.0;1.0;1.0;5;acept;not furnished;R$500;R$1,418;R$0;R$6;R$1,924
3705.0;1.0;71.0;3.0;4.0;0.0;-;acept;not furnished;R$0;R$4,000;R$0;R$61;R$4,061
3706.0;1.0;93.0;3.0;2.0;2.0;10;acept;not furnished;R$1,040;R$2,600;R$240;R$33;R$3,913
3707.0;1.0;60.0;2.0;2.0;1.0;11;acept;furnished;R$1,680;R$6,000;R$200;R$77;R$7,957
3708.0;1.0;250.0;3.0;2.0;5.0;-;not acept;not furnished;R$0;R$4,500;R$1,000;R$68;R$5,568
3709.0;1.0;150.0;3.0;3.0;2.0;3;acept;furnished;R$2,100;R$2,000;R$584;R$26;R$4,710
3710.0;1.0;90.0;2.0;1.0;1.0;1;acept;not furnished;R$1,000;R$3,000;R$50;R$39;R$4,089
3711.0;1.0;140.0;3.0;3.0;3.0;7;not acept;not furnished;R$2,200;R$8,000;R$800;R$102;R$11,100
